id,genre,track_name,artist_name,valence,energy
21vqbcHyM7ciX8tJGgvljZ,drum-and-bass,Blown Away,Mediks,0.337,0.9
5XKU1x7nVAU7Rw8A9ufEYG,drum-and-bass,Falling Down - Radio Edit,Sub Focus,0.0459,0.857
0uUVc2qApdyMSP9jzkv8q2,drum-and-bass,Take You There,Maduk,0.348,0.912
5J4wQBy0Dk9GhngXKxzbVF,drum-and-bass,Flashing Lights - S.P.Y. Remix,Chase & Status,0.251,0.868
29VQGUbFnp5RXSA7SC15PR,drum-and-bass,Rusty Sheriffs Badge - Original Sin Remix,Twisted Individual,0.68,0.968
6UXvye1stGPqosVdj9R8mm,drum-and-bass,On The Run,Electrosoul System,0.0766,0.867
6jpNo45MqfHaOuegwPktj0,drum-and-bass,No Beginning,Netsky,0.137,0.942
6CPizb37z5MjxswBpIDpdJ,drum-and-bass,Walk on Air,Camo & Krooked,0.417,0.989
25W7lDH5xl6i6ZeICd1Tcc,drum-and-bass,Go Back Home,NCT,0.179,0.873
1SEPNX4M86N7skvm2e2Rhb,drum-and-bass,Snow,Various Artists,0.843,0.936
4wMMiSEzBgqpkTX4XyTNOU,drum-and-bass,Forest Fires,Fred V & Grafix,0.461,0.903
7vvB8qWzDSGXttnbq3gnM3,drum-and-bass,Pieces,Chase & Status,0.167,0.838
5E1UIRcuHd7Rr7PYbQSEOu,drum-and-bass,Set Me on Fire,Pendulum,0.382,0.859
091C4XO9SYuibgVZZHVuVP,drum-and-bass,Your Sound,Various Artists,0.403,0.933
3A4kyWfQUMDbxxIo5JiIJo,drum-and-bass,Ohrwurm,Various Artists,0.131,0.945
24E2MpUjraoaOB86EfxRnx,drum-and-bass,Pink Flamingos,High Contrast,0.0285,0.778
1kjvBYbo5SgzDVn42c1SuF,drum-and-bass,Promises,NERO,0.364,0.942
3uQhoTXwt4fFjgSisYImJ0,drum-and-bass,Don't Look Down (feat. Calyx & Teebee),Break,0.108,0.937
3qTWmVHxctzOtbJBTXl1y8,drum-and-bass,Can't Get Enough,Chase & Status,0.346,0.95
6y7hF3bf8GP2gHSdsrczlY,drum-and-bass,Tidal Wave,Sub Focus,0.49,0.898
5FCyoZGaN6nRod1oNDJIWZ,drum-and-bass,Breathe,The Prodigy,0.312,0.819
3ai99OqgW33tw5T3bgoIT6,dub,All Fall Down,Camo & Krooked,0.0719,0.85
1vwvwT2NxGIc4O3pDQ0tUN,dub,Clarity - Brillz Remix,Zedd,0.336,0.872
5189EP8V073KOxCBMauDA7,dub,Relocation - Original Mix,Feed Me,0.0469,0.653
1wvhM3xDqy4kgo1eO8BtGZ,dub,You're On My Mind Baby,Rusko,0.401,0.639
3xYqSanPXjrFzcu4jO0oTv,dub,Beasts In The Basement,Reso,0.0768,0.872
7pSL8v5Ac2e9wb0G8aBVpP,dub,Fucking Noise,Flux Pavilion,0.126,0.921
0VUBOOg6RIj6wnd2lSzGTR,dub,This Way - Original Mix,Various Artists,0.372,0.735
5hCh2Lpczm74c0ML4HeXHe,dub,Grand Theft Ecstasy - Original Mix,Feed Me,0.538,0.5
3XFHeOztekxtWGqZ4arU6F,dub,Sick Tonight - Doctor P Remix,Dan Le Sac,0.123,0.817
3b3mf7sd7R6jbdFbAsJpWt,dub,Gangnam Style (Electro Dubstep Remix),Various Artists,0.342,0.952
3L2tJXVglxQpLaJgMnPzOT,dub,Jar of Hearts,Various Artists,0.401,0.954
4SMciQoW2tOVieBAg6U2Qj,dub,I Know the Truth,Pretty Lights,0.296,0.939
3j1mqHr4nSrlALTd09wiqF,dub,How Rude,Various Artists,0.374,0.863
0tDbl1SVkdSI4Efi0sA3A8,dub,Levels - Original Version,Avicii,0.376,0.837
3pIFV8sRDlXvoZk7Pz6Kru,dub,Magnum,xKore,0.44,0.815
5xFC7TVrn3pjnnBLWUDI7I,dub,Need You,Datsik,0.179,0.93
0YRKLRc6YvrlIRBzrXiFZg,dub,Another Day - xKore Remix,Modestep,0.277,0.931
3IBMJLY5uN014W1hTzdTRl,dub,Breakn' a Sweat - Zedd Remix,Skrillex,0.416,0.952
0yeiGQyX81wvi6UYuX5fmp,dub,Rock Me Amadeus,Various Artists,0.859,0.956
2A7ZZ1tjaluKYMlT3ItSfN,dub,Witchcraft,Pendulum,0.218,0.969
3Hwrgak91wAycSfTVd8mqn,dub,Dying feat. Ultraviolet Sound & Emily Hudson,Kill The Noise,0.225,0.544
04l4Ueq5FzSbTvxBqJ1ehu,dub,The Sadness Will Never End - Skrillex Remix,Bring Me The Horizon,0.609,0.928
3UyZtf5BzjEYFJkIiIipoH,dub,Internet Friends,Knife Party,0.147,0.915
6mt43avikV8g00AXCyOkS1,dub,Kick Out The Epic Motherf**ker - Radio Edit,Dada Life,0.214,0.862
1Nhpl3nS1C1Ognzy8q46dM,dub,Monster Dubstep (feat. Meg & Dia),Zepfire,0.295,0.813
2tW2Kn1IGFFVfRVnQE2UaQ,dub,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Ivan Gough,0.376,0.831
0bFu1acVz49Y65ll0Fjred,dub,Seven Figure Swagger - Bar9 Rmx feat. Bar9,Foreign Beggars,0.0539,0.761
1Msyo6wTLpFTLjj2okJ74G,dub,I'm Not Skrillex - Original Mix,Rednek,0.37,0.901
5CvxQDqWhIrBLLb3IeXjtP,dub,Reasons (Doctor P Remix),Various Artists,0.585,0.888
5b9zr6hiAdnemfmejJOzOM,dub,Make It This Time,Kanka,0.27,0.551
5qimgSaogRsfJQxVGYyoQu,dub,Fussin and Fighting (Tough Dubstep Remix),Various Artists,0.353,0.585
26UuXlra3aPPK7M20WrdQ5,dub,Up In The Club,Terravita,0.481,0.98
2oT1xN5eXDFHspMFeigP6I,dub,Hit Me,Zeds Dead,0.442,0.578
66KqlMugH9YWdNAmDssmDj,dub,8 Bit Superhero - Eptic Remix,Excision,0.0379,0.911
30s0O3paoTyMfHoUNBQfa0,dub,Kinetik,Phutureprimitive,0.52,0.756
2tGYmkTChNsp1AqZbhPvXm,dub,Skanker,Rusko,0.859,0.82
7qNcydyexUTe6mtjMGXkL2,dub,Watch It Burn,Camo & Krooked,0.151,0.868
75bLgr2GCd1I77vLxqfU0w,dub,Feel Stronger - Original Mix,Various Artists,0.0381,0.889
2Ee6aygbYBgjaAHauRPhvq,dub,Casablanca,Borgore,0.161,0.861
4ESOC1Jott4MYNH9cYuF8z,dub,Salt in the Wounds,Pendulum,0.336,0.967
20z8eajtRNnsRueGEzQyLi,dub,Some Chords,deadmau5,0.42,0.427
60rugsuZQKZFOWMnCfUjUf,dub,I Love You,Rusko,0.201,0.59
2kADT8SaSEPbqkYIr5mOez,dub,Its Bigger Than Hip Hop UK - Dubbed Out Mix,WTF,0.154,0.928
6Y1pfUYizQzgygOkMbj4Cu,dub,Ice Ice Baby (Wunderbros Dubstep Remix),Various Artists,0.46,0.868
5cNAXdmcLBckABGuNhxE37,dub,Get Low,Dillon Francis,0.751,0.933
5pewxEBnMo72rY6pGH0HJz,dub,Sofi Needs A Ladder,deadmau5,0.341,0.707
0Z2oVEEUev5Zc31YDuPQz4,dub,Voscillate (Roksonix Remix),Flux Pavilion,0.354,0.788
4uvA2S11sgQ8Nuqd5tSeIv,dub,Dust Eater (Dubstep Remix),Various Artists,0.236,0.926
5gfQQoGnAwmO74Ln8lVhWn,dub,The Vision (Let Me Breathe),Joker,0.137,0.567
6lbhkPbkKj6jnPTt1FelVo,dub,Bullet Train (feat. Joni Fatora),Stephen Swartz,0.196,0.703
4A4VLpn7GcCor3dxd4SrY6,dub,Backlash,Various Artists,0.273,0.883
2VGHjIWLtE9jCNfMpT3gXC,dub,Rock That Body - Skrillex Remix,Black Eyed Peas,0.279,0.843
5zG4pMcM2QILFOFL3Y3ZMf,dub,"Revolution (feat. Faustix, Imanos & Kai)",Diplo,0.309,0.724
3LK9g77hd41jzbGh1Etj44,dub,Superbad,Flux Pavilion,0.614,0.928
6JcgT1cZTxeYSerShMCkgb,dub,Lords And Ladies,Terravita,0.477,0.872
5SC6weFmy7udmdAbiMsEst,dub,Do It Like This,Bassnectar,0.418,0.886
58stjpV04lJKmPgc2vxm6J,dub,Love Is All I Got,Feed Me,0.407,0.776
4z0xSuRXmLMEYaX6bF79qn,dub,Daydreamer (feat. Example) - Dillon Francis Remix,Flux Pavilion,0.344,0.878
2pdEafpOw3Jvddrm2by0NR,dub,Innocence,NERO,0.0678,0.734
3PniDQHVJHxnFpJpQiNABN,dub,Praying For Silence,Modestep,0.148,0.732
5W9OWL9fs1FnTVuVJpjOV4,dub,Decisions,Borgore,0.558,0.911
2EQhNdnP2LT96NnkkKkm0N,dub,Bass Head,Bassnectar,0.0605,0.678
352zfYbDFG8sxkmOAhVeuj,dub,Under Control (feat. Hurts),Calvin Harris,0.51,0.919
0ZcR8LX5cGLxr2v93WUIFO,dub,Machine Gun - 16 Bit Remix,Noisia,0.305,0.885
0uiwqx1EMNHswcwpft696M,dub,I Love Skrillex,Various Artists,0.223,0.838
2V51IfyunI28vxuCRmqCTZ,dub,Bully,Liquid Stranger,0.327,0.891
25EgA1A1OZBRw25Mjyw08g,dub,Get Up! (feat. Skrillex),Korn,0.248,0.894
4zguT7lkBPJeQTVz06dsH0,dub,Hey Sexy Lady - Skrillex Remix,i SQUARE,0.467,0.92
6iBzUjscIAeQ2vKV67UuZM,dub,EDM Death Machine,Knife Party,0.301,0.95
2Hyi5qmwDUy6jFVicDKo0a,dub,The Matrix,Bassnectar,0.638,0.922
1KE3QtMWpWvam8IaawEKZ7,dub,Won't You (Be There),NERO,0.0337,0.683
3DlJnIYXEl4PMAMGKsHuah,dub,Don't Stop the Rock (Dubstep Remix),Various Artists,0.533,0.905
0yWwd1B1I9h9eSGjeTRJkE,dub,Black Books,Doctor P,0.84,0.959
2TIIW3EIWbJApZTeALW1FL,dub,Headstrong (Dubstep Mix),Dubstep Anthems,0.0663,0.978
1bwSlZJIotlKugRUzcQUFd,dub,Gecko,Datsik,0.182,0.861
63cdKsOGssgzWospvig2nx,dub,Croaking Lizard,"Lee ""Scratch"" Perry",0.806,0.521
6I9sncEmtGc9rpKyb8U1f8,dub,Kill EVERYBODY,Skrillex,0.629,0.874
6PvWwJSdOq3Z8JMfivvmdq,dub,Riding High - Dodge & Fuski Remix,Destroy Disco,0.418,0.876
1kPARYqAP7HO8wpFFZxB3m,dub,Shake The Pressure (feat. Splack Pack & Kidd Money) - We Bang Remix,Deekline,0.674,0.762
6UKpIIjyM3NOvXY1jYQSjR,dub,Sleepwalker (Invader! Remix),Various Artists,0.455,0.901
6MvnaaOcD1pP19CegzGyII,dub,Dubstep Master Killer,Various Artists,0.843,0.89
0nYeRpGjoxuUil44YsU8ir,dub,Bird Machine,Various Artists,0.166,0.668
0MHRDZ9sbEWl46lhK9lyN1,dub,Dying feat. Ultraviolet Sound & Emily Hudson (Brown & Gammon Remix),Kill The Noise,0.23,0.688
2ubASba6NgYemqJtHZkeAJ,dub,Save The World - Knife Party Remix,Swedish House Mafia,0.51,0.951
4umJdGPLqluf9TdXlwifvy,dub,"Goin' In - Skrillex ""Goin' Down"" Mix",Birdy Nam Nam,0.613,0.878
2mvjYOhEJ1T8f9UYT7fnPv,dub,Feel Me,Krewella,0.416,0.948
45XC6ymbyhSX9PgwTQnSoa,dub,Electric Slide (Dubstep Remix),Various Artists,0.235,0.865
1t7adBEtxZXavJ1mbiyAWy,dub,Can't Kill Us,The Glitch Mob,0.304,0.752
2k5eWC4C4hV2aLDnnfug2c,dub,Oh No,Zeds Dead,0.249,0.892
4EoIvIihHfwyxnc2LkMtOh,dub,Warp 1.9,The Bloody Beetroots,0.349,0.612
4QGdt5PoEjr7cU6LDSd98B,dub,Rave Review (Dodge and Fuski Rmx),Skism,0.425,0.99
2ThslNnPGmK82KFcCF2Lxm,dub,Nuclear (Hands Up),Zomboy,0.526,0.969
6fup15FARytUamixf61ZgT,dub,The Bitter Orchestra Girl,Borgore,0.342,0.689
2xAfbt99L3ceGSW2ynzmBc,dub,Weatherman,Various Artists,0.338,0.918
3SxiAdI8dP9AaaEz1Z24mn,dubstep,Earthquake (feat. Tinie Tempah),Labrinth,0.258,0.856
6tzOconzD4bSDhoEs1d2vg,dubstep,Who's Gonna Save Us - Original Mix,Sue Cho,0.196,0.818
3H25APFLbS8WnpcaTnKWnu,dubstep,Call Your Girlfriend - Feed Me Remix,Robyn,0.597,0.88
0r9Dtmw0gstt9eC2dAjf2Z,dubstep,Spectrum - Radio Mix,Zedd,0.381,0.789
5ELSYORAiuCfcmru9GH4ab,dubstep,Space Cowboy - Original,xKore,0.204,0.912
4WfBnI0frO5vv527k4bPHO,dubstep,Power,Ajapai,0.346,0.968
2EFjA0bQbpIseUlPHCeIil,dubstep,Channel 42,deadmau5,0.414,0.724
7GjNJynn9wwMGGHSAFQ69q,dubstep,Leather Face,Figure,0.361,0.975
0gn8flYf1vGT3YBBQYxDJf,dubstep,Phoenix Down,Meta,0.225,0.677
4DqvFOvWWRCqCwyNqvHuAv,dubstep,Universe,Various Artists,0.294,0.88
6qwPYm1rlWxHK6e3GDsZGx,dubstep,sEXisM - Original Mix,Excision,0.262,0.949
2hiUFddzxnzlPA8qLLmniL,dubstep,Thumbs Up,Kill The Noise,0.578,0.779
6duFFjczGMZ7yBrJKMOaE1,dubstep,Fire Inside,Gemini,0.15,0.827
3NplPunkhgoMpYuNJxbPpJ,dubstep,"Dub on the Track (feat. Mic Righteous, Dot Rotten & Ghetts)",Cher Lloyd,0.378,0.852
5pYngSQa1LIT2WZ14sTKKD,dubstep,Send Me Your Love - KDrew Remix,Taryn Manning,0.212,0.86
3a6unUszLQkRhXDPzQfxRa,dubstep,Starlight,Flux Pavilion,0.067,0.869
0oOxvJK76K0439kSZFcE22,dubstep,Firepower,Datsik,0.0394,0.83
3Ifx6lCMbrjZbAAUnGhlpV,dubstep,Kill The Noise (Dillon Francis Remix),Kill The Noise,0.194,0.914
4D4vEbWWVqW1FI46vTBBqd,dubstep,Under The Sheets - Jakwob Remix,Ellie Goulding,0.0601,0.886
3ywXDgh1H0xDiGbEqPoidF,dubstep,Here We Go,Bassnectar,0.229,0.949
5zLABygBfwMj7tbEq9XHbJ,dubstep,What's Below,Mt. Eden,0.142,0.897
0v945WRZhamHsBBqbpW4LH,dubstep,Days to Come,Seven Lions,0.207,0.723
3WLRBfwfVowGw0x19jvBrE,dubstep,Scary Monsters and Nice Sprites - Phonat Remix,Skrillex,0.285,0.558
1FgbslUrD0hTVw0usa4YLs,dubstep,A Brief Tutorial On Vip Production - Vip,Dubba Jonny,0.336,0.9
0DanGj9TtgZIjJnHdTbW9v,dubstep,Finale (feat. Nicholas Petricca),Madeon,0.172,0.863
7bac61bG6EVbOt3IqDa4SA,dubstep,Crowd Control,Downlink,0.0922,0.967
2KlZexJjJPuNWcN5uAG1GU,dubstep,Gold (feat. Yuna),Adventure Club,0.189,0.675
5xDRfMLIYCm3NwZrZrCnsQ,dubstep,Maelstrom,Various Artists,0.359,0.99
1P643HnQ29ftPbd667Oe2C,dubstep,All My Love - Xilent Remix,Fuzzy Logik,0.324,0.892
61fdvfO4VmZfkZe5I6lYAW,dubstep,Say My Name (Radio Edit),Porter Robinson,0.14,0.931
40gPw1SpKVXVW1B6tTO5LY,dubstep,Grannystep,Dodge & Fuski,0.415,0.821
5HdTOsOv2UaAGQiX0psdXS,dubstep,Jaguar - Original Mix,Excision,0.129,0.661
70RjYMSmFY0VpWqBprxDRD,dubstep,Ampersand,Various Artists,0.408,0.874
0qH2LsUXMCUMYAiO3Vkupk,dubstep,Starfish - Original Mix,Savant,0.549,0.444
4wENG4FhLIjqYqIUF1VlNj,dubstep,Yo! Ho! And a Bottle of Bass!,Omnitica,0.125,0.645
1r5D9flMN91JOOWf8oPaXq,dubstep,Space Blasters - Original,Dubba Jonny,0.304,0.826
002L6PcvIrXF30Sl48eUso,dubstep,Kill The Noise (Alvin Risk Remix),Kill The Noise,0.0633,0.973
3lsHqnYmyKygando04TD2v,dubstep,Come Find Me,Various Artists,0.0715,0.843
6T32s2leaz0SXYCjo8Aj4u,dubstep,Krokobil,Yellow Claw,0.556,0.949
5GQr8fcJI5OChR633RvOia,dubstep,Future Proof (Original Mix),Calvertron,0.486,0.859
7sCIdsYQ8Nxoj6TjB1Eb7P,dubstep,Toulouse - Original Mix,Nicky Romero,0.266,0.91
2r6dGYnOEC6FeBssvbnnNc,dubstep,Insomnia,Various Artists,0.0668,0.658
2ysxtZjWPi2AWJxhkj7JnR,dubstep,Binary - Original Mix,Katfyr,0.373,0.914
2zBXZY8lvzzmtzm07uImXc,dubstep,Ragga Bomb,Skrillex,0.61,0.961
5l6tv2lFylSdCgkWyfHC0P,dubstep,Sierra Leone (feat. Freshly Ground),Mt. Eden,0.113,0.738
3ZZuPXCpUYAc1swtWt1LVG,dubstep,Shave It (501 Remix),Zedd,0.766,0.92
4YlAdZBuW5mww5GcqZ4aFy,dubstep,I Need Air (feat. Angela Hunte),Magnetic Man,0.391,0.829
7obUW394tDNKqO2YEWt356,dubstep,Razor Sharp,Various Artists,0.378,0.909
6HNGXmc7A14zeeWTj4gzz8,dubstep,Watercolour - Full Version; Single,Pendulum,0.197,0.925
2q5KHbTu5NdI2zAaRJQI4a,dubstep,Light It Up (feat. Heather Bright),Flinch,0.205,0.77
1m2UmX5Y1c787jUmdepvA7,dubstep,Não Me Deixe Só - DeepLick & Ramilson Maia DB Remix Edit,Vanessa Da Mata,0.454,0.884
2uM8EuKY4FjY8n2JcENJfM,dubstep,Superliminal,deadmau5,0.0365,0.617
4snwGgne8RElQBD17iMvmr,dubstep,8 Bit Dreamer,501,0.206,0.852
3lpgEq1MBOodkSXXe8Rnbr,dubstep,Breakdown,Document One,0.0929,0.724
34cMt2oUIuy5CL6bWywSEq,dubstep,End Of The World - Xilent Remix,Alex Metric,0.392,0.936
6uomknm6K7oOeRDfwBzuV7,dubstep,Flashing Lights,Chase & Status,0.274,0.808
47WNjXohtA1A6gY2zTKZ91,dubstep,Professional Griefers,deadmau5,0.642,0.486
3UYMUN80QYhs58NtHbdnNB,dubstep,Deal With It (KOAN Sound Remix),Kill The Noise,0.316,0.888
53vJGKfm25KT22hXvCTU4I,dubstep,Reasons (feat. Andrew Allen),Various Artists,0.799,0.705
0lEwO2YMAAMS9yA7mRm2Qj,dubstep,Skrillex Orchestral Suite by Varien - Bonus Track Version,Skrillex,0.0673,0.479
3Z0eRV84fbHY2dStRU6l8b,dubstep,The Uprising Freedom - Original Mix,Arkasia,0.345,0.881
1Fm0TakoRDhp3AbgJfG9KX,dubstep,Rave Review,Skism,0.35,0.961
2aqbz3zEcgIyz23VCVc6xH,dubstep,U R So Fucked,Infected Mushroom,0.254,0.789
1uy0MBpwxwAmNXbQZ197hK,dubstep,Still With Me - Seven Lions Remix,Tritonal,0.0657,0.881
470X9A1udQVQpOZ6FiXOOI,dubstep,I Remember - Caspa Remix,deadmau5,0.225,0.711
5JedvPL29OaHwOFL1Jb4uO,dubstep,Pressure Cooker,Various Artists,0.524,0.853
5bMQdlT0YVcZdBuHSUBuIr,dubstep,Make It Bun Dem - Culprate Remix,Skrillex,0.599,0.724
5whq7JNmLBrI2x3VmfqcIk,dubstep,Voodoo,Bassnectar,0.371,0.979
4SI2dtAqzrNFze8JrSzl4o,dubstep,Spaceman - Drown The Fish Remix,Hardwell,0.287,0.893
4aIvvv0oATCUPuBiDTIRfm,dubstep,Woo-Boost - Borgore Remix,Rusko,0.263,0.613
5jdHvF2hVD6vviymX5c71x,dubstep,Star - Doctor P No Rap Remix,Various Artists,0.303,0.968
4tGghJ2euPeI7HvpkNi1CU,dubstep,I Remember,deadmau5,0.602,0.513
6ewWy6AIhP5GFLS7hZqpq1,dubstep,Stars Come Out (Datsik Remix),Zedd,0.68,0.823
3FUZpoj9VV0sgc8RqbS3xQ,dubstep,Kyoto (feat. Sirah),Skrillex,0.219,0.92
2uFvGyfwDXyfTgClv97P1G,dubstep,A Lesson Never Learned - Celldweller Remix,Asking Alexandria,0.409,0.87
6kdkbhz1IA2XTx5mIvy1h1,dubstep,I Feel It,Flux Pavilion,0.0973,0.736
0g6s1NJOe3Z1ADDPTVhaax,dubstep,Rise & Fall (Krewella Remix) (feat. Krewella),Adventure Club,0.169,0.955
2dARH3EWiIWjboGhVClCKy,dubstep,Normal - SkisM Dusted Off His Clown Suit Remix,Envy,0.604,0.938
0THo2D68rpN9jc6EpDbxrn,dubstep,To The Stars - Original Mix,Feed Me,0.409,0.859
766RKRQ1ZJjmdBQ9y54HKj,dubstep,Animals - Original Mix,Martin Garrix,0.0376,0.866
5MhqNNZnkamSpD55bx7r6n,dubstep,Like a Boss,Eptic,0.635,0.92
1H1Urubfo9IwlUgloeqkOT,dubstep,Below Us,Seven Lions,0.378,0.839
6BkA6GLorUUyXN99e7E8In,dubstep,The Terminator,Caspa,0.039,0.743
4umWM9ajmlpIOP5UnxTgnF,dubstep,What,Bassnectar,0.317,0.975
6WaBSLUShG3BpQUpXr0CVR,edm,Blessed - Avicii Mix,Tom Hangs,0.695,0.938
5Uo7AAr2d1CNZlaKgVUT3i,edm,All Night - Cash Cash Remix; Radio Edit,Icona Pop,0.302,0.864
5kC6r4q71XMzsuLAYesseb,edm,You - Tiësto vs. Twoloud Radio Edit,Galantis,0.0936,0.918
0JFwZZHhfRhEgwCVOY8MFQ,edm,Hypercaine,DJ Fresh,0.486,0.948
2AMoQ7iQf2Bg9qbCHEjkdv,edm,Interlude,Attack Attack!,0.179,0.934
4HEFKRGM0Z3c24PtBkUYtc,edm,Disconnected,Various Artists,0.365,0.891
5A37UCV7aPjhp1RSocVBfc,edm,I Can See It In Your Face,Pretty Lights,0.534,0.938
1OMNuknvmUz0MIoEDtS4I1,edm,Maya - (Original Mix),Jenaux,0.192,0.828
0OwW9dj25kMLx7D4ZJCURJ,edm,Prince,Party Favor,0.128,0.901
08Erw82oA0xZUnSMOxNvN7,edm,We Were Gods (feat. Urban Cone & Lucas Nord) - Radio Edit,John Dahlbäck,0.505,0.802
2vOtnZZdtFs7AJro5XIIuG,edm,Aviator - Original Mix,Spookem,0.349,0.775
3mAoSvZ1glnC18ZOC21ysv,edm,Kick Snare,Crissy Criss,0.0985,0.817
4SQfQuxYQx8DJQB88sQmVT,edm,Bigfoot - Dillon Francis Remix,W&W,0.18,0.907
5swoB29ucX5v1ppUk4YDVG,edm,Turn It Around,Sub Focus,0.322,0.872
61KHfpOOqUgSWpzfpufkzs,edm,Que Sera,Wax Tailor,0.443,0.73
4JJb5x4qGaKXYaxCahGbEq,edm,Everyday - (Netsky Remix),Rusko,0.138,0.928
0VeEYiNY7kZfx5RD1XesCw,edm,We Plants Are Happy Plants,We Plants Are Happy Plants,0.151,0.631
6kMGmlmwNLRmh4If8xcFka,edm,Stellar,Daddy's Groove,0.316,0.842
5ctnrRh81WicuT6prsCHYc,edm,Peaceblaster '08,STS9,0.0646,0.766
28hs4m9Uf0M9lyO4qV3WnX,edm,Babes Anatomy (Adam's Lambaca Remix),Adam L. Kid,0.602,0.803
5JFkuKQsPps2ZaZzaLx63d,edm,Crystallize,Lindsey Stirling,0.0563,0.623
2Hq2mIgRfj60J321GueeJT,edm,Puppy,Netsky,0.856,0.727
5dKjrBLRbu2knbRC3K4OG5,edm,Across the Pond,Ianick,0.283,0.776
2aNyZbeTHirn7ToWq7IGym,edm,Woo Boost,Various Artists,0.643,0.803
3Qn3LhREMyvnvj9ujRugd3,edm,Hyperparadise - Flume Remix,Flume,0.343,0.838
5ZrrXIYTvjXPKVQMjqaumR,edm,Loud Pipes,Ratatat,0.858,0.703
1DnqiDHSNV4QHogPiqvRYe,edm,Crunked Up,Benga,0.271,0.603
3bXptsvAsA4gLaaRKMHsr0,edm,In My Mind (Axwell Radio Edit),Ivan Gough & Feenixpawl,0.355,0.83
1EsdqTsiQPaUJ82iy7KfS1,edm,Endless Fantasy,Anamanaguchi,0.31,0.753
100EbPCjtuBNBcNxu7Wt6p,edm,The Spark,Afrojack,0.499,0.929
4eTVpfb9fISH1FV4APpX2T,edm,You & Me - Flume Remix,Flume,0.25,0.392
7JKEABG5rOKP3RPNQcavcS,edm,Fatality - Quintino Edit,Pep & Rash,0.56,0.925
4HRhCGyBhUSP9FIPvokPNL,edm,Dynamo,Various Artists,0.0866,0.906
15ccEhr9NN3Blmdr0hQwj9,edm,Icarus,Madeon,0.143,0.841
42prDRVUOkgzQsfSFL2mmL,edm,Forever,Pope,0.524,0.94
3FvrHJH1p0bQ7eeXlvjVfc,edm,Raise Your Weapon - Madeon Extended Remix,Various Artists,0.422,0.825
1ebiFSKKdo5aEa8y2QzQqy,edm,I'm Home,Various Artists,0.322,0.66
6dfXwa0dI1sBm4CIePuOYM,edm,Levels,Avicii,0.352,0.834
0IybRjoZcqzZhOHIIhJ1vU,edm,Doomsday Machine,Far Too Loud,0.449,0.933
15KHOhZTNh7bGogTgLNTZh,edm,Hit That Jive,Gramatik,0.686,0.684
6K3kOF05SrwfbAGcwqU4s8,edm,Without You,Dillon Francis,0.392,0.637
6u8on7c8MPZQ0cXW70qlM8,edm,Crank Dat,Noisses,0.543,0.671
40FU2PFAk107qPuV4dJ4qN,edm,Clash - Original Mix,Alesso,0.337,0.484
3QVteHLWhYhBWe7cX2fgev,edm,I Can't Stop,Flux Pavilion,0.205,0.775
3WS7spXVlbeC5kjePmHMQW,edm,Finally Moving,Pretty Lights,0.523,0.555
6pg1DSBjReor1j5G0Z7ozK,edm,Trillogy,ill.gates,0.733,0.824
2Ir35f19vfOEG3iEDbV2Sa,edm,Cinema (feat. Gary Go) - Skrillex Remix,Benny Benassi,0.409,0.987
2u0SSpdM9XNfzWAwoJWxzF,edm,Destroy It - Urban Contact Remix,Black Tiger Sex Machine,0.163,0.762
6A6Hwl2yBkqTnJ4UvQJzZs,edm,Freaks Orchestra,The Noisy Freaks,0.56,0.706
48n92l7OnLEURhalUBtsl7,edm,We Can Make The World Stop,The Glitch Mob,0.154,0.836
5ClU5122ESEvM9yVI5zyJj,edm,Life - Radio Edit,Steerner,0.246,0.823
05ghH87Bc09RLmS8QTKIWk,edm,Core - Original Mix,RL Grime,0.616,0.949
1elKl1ciiw49uTFZ4CTbEs,edm,Stopping Us,Deorro,0.209,0.837
6ZmjleAm3EZNC0HeC0XaYL,edm,Lucid Dreams,Big Gigantic,0.493,0.854
1U3oH5CRRcjT5TT69b6eYl,edm,Chimes,Hudson Mohawke,0.542,0.693
0I7ouoTZnPY76XWsnHuJkl,edm,Staying (DotEXE Remix),Koda,0.18,0.788
3Bk2bWV7RLpzGea7EkZ8o7,edm,Back In Time - Extended Mix,Don Diablo,0.311,0.771
0cDtZgxBNJBmupoz5v84V6,edm,In The Horizon - Radio Edit,Various Artists,0.0841,0.957
74b9N5Kpk2nCm3coGaVycl,edm,Time Is the Enemy,Various Artists,0.222,0.851
10uJ3ZdZEGuboHh9RVmr4j,edm,Underbelly,Kid Arkade,0.75,0.855
2uXQrjOL3kT5ZiLfu21onO,edm,Burn - Remix,Ellie Goulding,0.357,0.74
4wY96U0SoyCGt2fpsvcEL3,edm,BINGBONG,Various Artists,0.529,0.976
4n0isQrD9b9lOoSs7zKogy,edm,Youth (Adventure Club Remix),Foxes,0.254,0.71
5AhKuJh7iYD6tRJInQJmli,edm,4 Am - Radio Version,Scooter,0.292,0.871
4vyEY2Nd22H4ErNjSv2qzq,edm,Feel So Close - Nero Remix,Calvin Harris,0.155,0.818
0pqcBQEac8n9Rf9fMWOZoU,edm,Higher,Beatarce,0.472,0.74
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.402,0.831
2TkoUq8sPXmc4KYzKBiTWT,edm,Rock 'n' Roll (Will Take You to the Mountain),Skrillex,0.676,0.971
