id,genre,track_name,artist_name,valence,energy
0Ms0j1nmzWjn1upbIYndVO,hardstyle,Moment Of Creation - Original,Coone,0.226,0.808
3Zksah9tYvYZe7RYJR7B38,hardstyle,Activated - Original Edit,Various Artists,0.272,0.832
7pjzjFw0Tq6syGPlRQ4v1q,hardstyle,Shadow - Original Mix,VA,0.165,0.952
6bImYRc9oEQ3ZtrSkCIiN1,hardstyle,Catch The Light - Extended Version,Da Tweekaz,0.389,0.922
6iJw6rufpILnbnjei2N4NJ,hardstyle,Audiometric (Qlimax 2009 mix) - CD Version,Brennan Heart,0.0597,0.953
4BMFCSUqksd4bXBLvZreBI,hardstyle,Psyko Soldier,Various Artists,0.502,0.925
2BO6c6rMaFfwjozpiHqiiD,hardstyle,Bang The Underground - Original Mix,F8trix,0.175,0.949
0DpFAvKwsQQrFFXecMOzEw,hardstyle,Gangsta Shit - Edit,Various Artists,0.399,0.942
6DJpoKy1rcuQtZteIlotbM,hardstyle,Forever Az One (Noisecontrollers Rmx) - CD Version,Headhunterz,0.245,0.94
3WvNWVu5cD4qiazdCxH31I,hardstyle,Tonight - Alpha² Radio Edit,Noisecontrollers,0.0823,0.958
6l9w94tB1l3PJ6CIeCbi9b,hardstyle,Mysterias - Radio Edit,VA,0.039,0.746
1N8akk9uCtow5LjuK1eGXZ,hardstyle,Move Your Body - Noisecontrollers Radio Edit,Noisecontrollers,0.199,0.973
11EqVAHKM6ClNsrPeJAtZ9,hardstyle,Enlightening Sounds,Various Artists,0.151,0.82
07c2BQgK9ZNXyQcUjCeLZV,hardstyle,Music To Keep Me Alive - Original Edit,The Pitcher,0.375,0.795
517eR7jyUGv5sL7bFMGR0f,hardstyle,Who I Am,Various Artists,0.348,0.973
51vUdGaIwVqlZANHTZkM9E,hardstyle,Secret of the Blade - CD Version,Brennan Heart,0.263,0.964
5DmksdbpypZd709H95ES1c,hardstyle,Bitches,DJ Isaac,0.777,0.97
6i4pI7ML9iAAYYqCOVM1ee,hardstyle,Noise Maker - Code Black Remix,Zatox,0.467,0.938
63D7iTRFFrKwDusN9Rlmwh,hardstyle,Atlantis - CD Version,A-Lusion,0.356,0.936
5nGnxXqv12EdObAU3eUTl5,hardstyle,The Main MF,Crypsis,0.301,0.966
7HmHoTS4Ri6IvxP6U4zoCV,hardstyle,Seize the Day - Original Mix,Star Driver,0.388,0.872
1ZG8WpqQLlZm7FsDEtpLj6,hardstyle,The Resistance - Radio Edit,VA,0.529,0.986
1LsA48gn3LXYoKblJ4kMOi,hardstyle,Melody of nature,Various Artists,0.153,0.941
7sqnXaoTyMZijCt5myqXN2,hardstyle,Time To Rock,Headhunterz,0.107,0.933
36HoI81LLrNCxfXo8P1gry,hardstyle,Gimme Love - Edit,Headhunterz,0.144,0.86
4arnBwVYFgPyYmWRHjfKXU,hardstyle,Revival X Rm-x - Reverze 2006 Edit,Various Artists,0.131,0.461
1ga8vfZN1wk5WqByRvFvm1,hardstyle,Re-Invent Yourself,Various Artists,0.777,0.806
61ZEig7NtDkllEc87JpGI2,hardstyle,Evil Divine,Sasha F,0.164,0.79
2F2oArrazrrgUKaT6Fnooo,hardstyle,Music Is Art - Original,Coone,0.46,0.811
1M2wFZcd3cbc8Bv4aS2Xwz,hardstyle,Place of Terror - Crypsis Remix,The Machine,0.57,0.842
5tQNFcETzQ9ZZ7FmiGF4Oq,hardstyle,Trick Or Treat - Edit,Various Artists,0.222,0.984
61Cx5cbYUgDTA2m4SuKJ37,hardstyle,United Kids of the World (feat. Krewella),Headhunterz,0.299,0.939
6iXKUrQatFwEaeBrqCVtuQ,hardstyle,Time,Frontliner,0.492,0.871
2EyPWfDjkr5tb7TJGT0ins,hardstyle,Running Late - Edit,Various Artists,0.458,0.956
20rDXwMSg2bNqNzWHyuLKc,hardstyle,Feel The Night - Extended Version,Da Tweekaz,0.309,0.908
6kZ1QW3OCMxrMHpP7fGItC,hardstyle,Jaydee - Original Edit,Noisecontrollers,0.268,0.96
44w498UiFCOUHhp6K0nmIv,hardstyle,Be As One - Edit,Headhunterz,0.0506,0.841
7z4cco7tnaLJHT2yiXtAl1,hardstyle,Melancholia - Original Mix,Wasted Penguinz,0.367,0.703
0OL3rimCyRwb7XIvZr9ch7,hardstyle,It's All Confusion - Original,Ambassador Inc,0.17,0.841
4Fpsxk7AZg8lrMbc41EGXg,hardstyle,Our World,Various Artists,0.588,0.9
20V3HbIWiGw5k61aQW2xZL,hardstyle,Back In The Days - Original Mix,Headhunterz,0.197,0.996
4qEygwgF0Mvbxc0jJbtQtY,hardstyle,Nustyle Crap - Coone Goes Wild Mix,Coone,0.694,0.801
5krlUFIVCIUt2xOin3rybu,hardstyle,The Sound Of The Underground - Da Tweekaz remix,DJ Isaac,0.557,0.997
2qWaTQWZxMDHiVy3VsBoNs,hardstyle,To The Ends - Original Mix,A-Lusion,0.767,0.928
5xzjIXq8sS96fGDmxto4ql,hardstyle,Tokyo - Original Mix,Tatanka,0.204,0.867
6UgE4xFyY9IOczVcvUijhI,hardstyle,Kings Of The Underground - Radio Edit,Zatox,0.321,0.994
3pjFIkZLuJG6OebAgZsiRu,hardstyle,Skills - Radio Edit,Frontliner,0.201,0.903
1PEycEqb5v1DDBycpB2ety,hardstyle,Magic - Original Mix,Various Artists,0.0571,0.925
7hs862c5l4uqRkGsIrPxQX,hardstyle,Keep On Rockin,Various Artists,0.549,0.881
7h6cpqzmmYvuWa8ev1sufe,hardstyle,Lessons In Love - Headhunterz Remix,Kaskade,0.431,0.859
01OLKKVYm0k4iCvUEMtwvR,hardstyle,Breathe - Radio Edit,VA,0.345,0.884
6tXtAPFt30sf8GpYpmFLUW,hardstyle,Identify (Album Mix) - CD Version,A-Lusion,0.349,0.944
1DEjVaYw8Fb7nSB3O5dqyA,hardstyle,Kill The Remix - Sensation Edit,Various Artists,0.0398,0.992
54qjvPYYsdbG57METlpCfo,hardstyle,Music Is,Headhunterz,0.649,0.832
3008Gg25E4uDaQt8OuV8eq,hardstyle,Under Attack - Original Mix,Ran-D,0.136,0.981
4hFQPMrel3Mba1YEN74vrh,hardstyle,Red Planet - Original Edit,Code Black,0.355,0.842
1UgqsKY9k4GNUThHaJwPjj,hardstyle,Protocol,Scope DJ,0.208,0.531
5biQcDd0PAvChZ45NkoPxo,hardstyle,The First Cut - Original Mix,Frontliner,0.399,0.909
38qaFEAUWCF9FENs5mh7nn,hardstyle,Irreplaceable - Original Mix,Zatox,0.0886,0.966
2KX183bq92JeYtcumjcbsZ,hardstyle,The Theme (Noisecontrollers Radio Edit),Various Artists,0.43,0.94
1o1T9Y1eqwo1or5Md4F8IF,hardstyle,Headshot - Original Mix,Headhunterz,0.404,0.991
0JS0AEmlz20lugs6G10mYy,hardstyle,From the Hard - Original Mix,D-Block & S-te-Fan,0.275,0.899
4zRBQooKmQgVrNnJMrxAlD,hardstyle,Lost in Dreams - Alpha2 Remix,Mike NRG,0.417,0.829
3FqqzQD1L1KIynTxsvClkl,hardstyle,Arabika - Original Mix,Tatanka,0.0992,0.925
2eFpNOUGhlyScJIJwbq1E7,hardstyle,Distance - Original Mix,Adrenalize,0.221,0.998
7ypbQ7GLFRqZZELc50h6ZT,hardstyle,Freaqshow Anthem 2012 - Extended Mix,Brennan Heart,0.385,0.894
0GWVDI8EviZQnzaegpwckU,hardstyle,D-Tuned,Headhunterz,0.339,0.7
74Jbxlz3XiXOnyHqIa3kk1,hardstyle,Become The Sky - Original Mix,B-Front,0.192,0.993
39noWRTdpbW0PHVR7Hz6A1,hardstyle,Music Made Addict - Headhunterz & Wildstylez Radio Edit,Headhunterz,0.551,0.974
1MiAganEWv1N7grfEIJmqv,hardstyle,Son Of Torture - Radio Edit,VA,0.35,0.988
4taoR3Y2Udn0SeZEpA7ERu,hardstyle,Equipment - Radio Edit,Various Artists,0.206,0.994
5sv0QmzNqATdRGwPjXaEWt,hardstyle,Promise Me,Various Artists,0.371,0.907
4Q9OJliaTXUO7gGwdRIHri,hardstyle,Play the game - Original Mix,Wasted Penguinz,0.413,0.964
1uUaeIl9KwMUFbIhhk1sFO,hardstyle,Spin That Shit - Scope DJ RMX,Frontliner,0.678,0.983
0YOHv53bWFLKnfO2sITfqB,hardstyle,Revenge - Original Mix,Wildstylez,0.0492,0.952
62Jf5bbui4OCTGyyT0Fn63,hardstyle,Indoctrination - Original Mix,VA,0.149,0.901
4NSSyOKfuc0I510DU5FxGQ,hardstyle,Break My Fall,Toneshifterz,0.562,0.901
2cFwBctVo0UQpLZ3bEALLS,hardstyle,BassBoom - Original,Psyko Punkz,0.345,0.848
7IdZyHbuEXKIs6QhdvHKvi,hardstyle,Sound Intense City (Decibel anthem 2011) - Radio Edit,Various Artists,0.381,0.928
4rj2W8L9Zgc53OxNJ8pQCS,hardstyle,Lights Go Out - Radio Mix (feat. Cimo Fränkel),Wildstylez,0.52,0.784
6vUODhOwtBFMuGLkNiiMez,hardstyle,Rage - A Hardtyle Song,Technoboy,0.0501,0.788
1J7tT8mcbRRGhosBd9BwGW,hardstyle,Running Late - MF Earthquake Rawmix [Radio Edit],Various Artists,0.375,0.961
2LCyCKLkSNP9tRIDGxDgJx,hardstyle,Above The Sky - Original Mix,Adrenalize,0.457,0.998
6MXpaxjLwMRASetjvU8qvG,hardstyle,All Around The World - Edit,Noisecontrollers,0.421,0.928
5VxEATXEfC4n6myG81PfKX,hardstyle,Feel The Rhythm - Alpha Twins remix,Psyko Punkz,0.582,0.965
3h7kjqrcQTDGymEpBY0U27,hardstyle,Cold & Fire,In-Phase,0.386,0.92
6ajdh7Ltr6FHn6rsJT26X2,hardstyle,Cosmic Destination 2010,Bioweapon,0.277,0.902
5WoLKy6ObdyOq8SGSfGkyq,hardstyle,Rate Reducer,Wildstylez,0.235,0.923
0ydvS8dWRqMsiKUEiKQ2iL,hardstyle,Scrap Attack (Defqon.1 Anthem 2009) - Original Mix,Headhunterz,0.189,0.875
3CoPq1rwHrLphzWNdtuJaw,heavy-metal,The Illusionist,Various Artists,0.404,0.964
3lQMzffAEj7NnJLL6T0Y62,heavy-metal,Into the Everblack,The Black Dahlia Murder,0.132,0.98
1nS7bYv66OXdVnztWgC4B7,heavy-metal,Buried Dreams,Carcass,0.22,0.99
0I8heLJP9YJqTg5308qKEz,heavy-metal,Phoenix,Veil Of Maya,0.106,0.991
5p2sCetlJ6D0KiBljKwmLb,heavy-metal,Bleed,Meshuggah,0.192,0.998
09JeoCSR7bg1ZNZWcaGv9K,heavy-metal,Into The Infinity Of Thoughts,Emperor,0.0665,0.943
4lNznSUjByH5zWpPZFFeff,heavy-metal,Spheres of Madness,Decapitated,0.0863,0.998
5ZOG9jcw43tojnxIR4Eq7P,heavy-metal,Frontschwein,Marduk,0.0359,0.996
5ZlXDEk3EVZkDx4VMdZzbl,heavy-metal,Follow The Signs,Born Of Osiris,0.231,0.939
0ppdt8zRZOHIKh4ZDB0Zp9,heavy-metal,Ghost of Perdition,Opeth,0.19,0.818
0NDV8dj1wP5sOi07rBYcTy,heavy-metal,The Unknowing,Omnium Gatherum,0.133,0.911
0dpFb4qv92TE9R00Lq4SAW,heavy-metal,Symbolic,Death,0.127,0.982
2S8HF78sweYlXZggxa1BVZ,heavy-metal,From Flood into Fire,Kreator,0.0633,0.982
4UNTWZ8xNGgHOWXixIt5UP,heavy-metal,Mourning Palace,Dimmu Borgir,0.208,0.935
1HpwANBpQgfglf3PSdtHKy,heavy-metal,New Dynamic,Omnium Gatherum,0.097,0.99
697K6Czx6VTjC1uBFc3Mwc,heavy-metal,MK Ultra,Periphery,0.225,0.958
7riTER54Xy8xAila5pBfZM,heavy-metal,The Sentinel - Remastered,Judas Priest,0.277,0.868
2tjb6V24kf6sDUdEFNf3m9,heavy-metal,Fighting the World,Manowar,0.623,0.909
2jvhoUj6rTyQHZ0XrVR7dv,heavy-metal,In My Sword I Trust,Ensiferum,0.13,0.993
1WrRaskODc9QUpVmje7Wzg,heavy-metal,A Voice in the Dark,Helloween,0.0863,0.855
0foojKmPteeEhWzYFE5L33,heavy-metal,Autotheist Movement II: Emancipate,The Faceless,0.11,0.944
4f3RDq9nYPBeR1yMSgnmBm,heavy-metal,You've Got Another Thing Coming,Judas Priest,0.532,0.833
28HX0PibeXSL6cfAsvwSgD,heavy-metal,Faster,Within Temptation,0.479,0.932
1KSeNX3vDIeafH4oVkz5hG,heavy-metal,Morphogenesis,Scar Symmetry,0.478,0.94
1L6KRFCqkFkhutZTT68RhS,heavy-metal,Death And The Labyrinth,At The Gates,0.514,0.97
0MyD8wBQiJaEZi0EXJn82D,heavy-metal,Gates of Horn and Ivory,The Agonist,0.294,0.98
2Q73wKbwLLcGS404gkTfjH,heavy-metal,Ov Fire And The Void,Behemoth,0.13,0.978
5gnjaZqOaqE5GZKjby8KoT,heavy-metal,Electric Crown,Testament,0.546,0.905
1US3OmLPGwclWIkn2SWpo7,heavy-metal,Let It Burn,Avatar,0.572,0.94
7a7nlgfjoeEtIAW0QJzU4m,heavy-metal,Nerve,Soilwork,0.118,0.965
6LUGAFpbYVek4rRY0G9dV0,heavy-metal,The Last in Line,Dio,0.58,0.895
3z0F5iN6MKxNgh1VhDrl2E,heavy-metal,Third Law,Leprous,0.213,0.818
6aOHBc2yVEyr3QX73VdGdn,heavy-metal,Sacred & Wild,Powerwolf,0.387,0.844
1nizV50Nh1WwrVp0QUMisj,heavy-metal,Bye Bye Beautiful,Nightwish,0.393,0.877
7CyjnShHBqLFDJtSfLfaG5,heavy-metal,Septuagint,Obscura,0.125,0.974
3A03glw2TkAki6zEbkXZkc,heavy-metal,Let Me Burn,Whitechapel,0.0533,0.993
45hGPaDQcHd3krODrbWN6g,heavy-metal,The Satanist,Behemoth,0.365,0.934
5LYPsIl8ls31G2jEu8WqGG,heavy-metal,Fallout,Devin Townsend Project,0.24,0.962
6U5yvC1UxQH459M7h3XJrb,heavy-metal,Language II: Conspire,The Contortionist,0.177,0.859
2Mn3w07L3IYR8LpnjGBZx6,heavy-metal,The Pentagram Burns,Satyricon,0.41,0.956
1L3VY7f1nQQVyfs8ZunYRL,heavy-metal,Rasputin,Turisas,0.548,0.934
4E5xVW505akJX0wcKj8Mpd,heavy-metal,Tornado Of Souls - Remastered 2004,Megadeth,0.361,0.982
501CSzS4gwNOJnlWHuBt9r,heavy-metal,Destroy Everything,Hatebreed,0.581,0.942
2SQ0pYTVQvaxGYCQveG54K,heavy-metal,The Primeval Dark,Insomnium,0.23,0.878
5IJIWsdDqJ5guZpNliKHJQ,heavy-metal,The Divided Heart,Elvenking,0.487,0.846
0wIBOrGO6PUkhsrbhJdlcJ,heavy-metal,Tears of the Dragon,Bruce Dickinson,0.279,0.62
6HM5Kk5TkGEKigkf9uQRjq,heavy-metal,Deliver Us,In Flames,0.343,0.964
1X7ihgjjw7pkJnQxbKiLET,heavy-metal,Carved from Stone,Fallujah,0.0785,0.991
2XStsBSoC87ERBmPllJlnA,heavy-metal,Fullmoon,Sonata Arctica,0.26,0.937
0ItAcLSkUiePOmFGun3cSe,heavy-metal,Crystal Mountain,Death,0.362,0.979
3SvTwrxQJyGJkeoPDbuNcu,heavy-metal,Crusader,Saxon,0.323,0.644
2nSlBs0xTErrTbtzkLqqa3,heavy-metal,Dunkelheit,Burzum,0.35,0.582
0rv2jIngnCbHoGEaFOIcwW,heavy-metal,Hall of the Mountain King,Savatage,0.235,0.93
6n3xR2sOimw0IEQNFH154t,heavy-metal,Black Tears,Heaven Shall Burn,0.368,0.947
4Us1fYjKY8obaermNIkPYT,heavy-metal,Neo Seoul,After The Burial,0.189,0.877
6imjjOJ63SnfvbYTARjyqz,heavy-metal,Carolus Rex,Sabaton,0.24,0.846
6olS0TmHmsGr0hXtcBsiVM,heavy-metal,A Tout Le Monde - Remastered 2004,Megadeth,0.255,0.747
7vzvx0aTRlmmJtxMq9e7Zv,heavy-metal,Don't Talk To Strangers,Dio,0.308,0.886
2u2QiUmFc0q7wNdpdwwakK,heavy-metal,Salt the Wound (feat. Kirk Hammett),Exodus,0.359,0.977
4ifte2dOwkkfP7suPYmwX2,heavy-metal,5 Minutes Alone - 2003 Remaster,Pantera,0.598,0.878
1JvMOOYZjXLQCZ5p5b0JJD,heavy-metal,Visions in My Head,Obituary,0.174,0.89
3cn79MOfraSsCHdeOYm65b,heavy-metal,Where Greater Men Have Fallen,Primordial,0.0376,0.989
63tycjfdyEiR0yFincX4oN,heavy-metal,The Call of the Mountains,Eluveitie,0.198,0.903
06IbVDQRIM4USfAdJY06sG,heavy-metal,At War With Reality,At The Gates,0.399,0.991
5hheGdf1cb4rK0FNiedCfK,heavy-metal,The Devil in I,Slipknot,0.235,0.939
15EDW4vHWJAjlEPogTkTr3,heavy-metal,Lost in America,Helloween,0.272,0.968
5PIMA99MIh2ixNf4K18cCH,heavy-metal,As Loke Falls,Amon Amarth,0.143,0.968
7iXehQAqsHO8xwGUcnZpHW,heavy-metal,Under and Over It,Five Finger Death Punch,0.094,0.996
6vYcthufo4nzcoYf5mKH9x,heavy-metal,Night's Blood,Dissection,0.0385,0.992
40HsyP1bujEhU2HtdlGRtj,heavy-metal,Only For The Weak,In Flames,0.49,0.909
3e9I5x5sGzQWIBgXvK0Y14,heavy-metal,Right Wing of the Garden Triptych,Cradle Of Filth,0.158,0.97
4A1jq5W97gi5ok44CgZiab,heavy-metal,Battery,Metallica,0.392,0.944
25LDQurnePBGshUGEHAGSk,heavy-metal,Superheroes,Edguy,0.524,0.925
6vTLlczttIN7fXYAbXQEKF,heavy-metal,Uns'rer Flöten Klang,Equilibrium,0.503,0.946
5OjCsHeByDYEGxMrb1z8KQ,heavy-metal,Flying whales,Gojira,0.209,0.924
40Q3GI2EZot9FVfZY1YBLs,heavy-metal,Bonded By Blood,Exodus,0.453,0.988
0gAV3a4d7PPkXo1E9KLmxF,heavy-metal,Divergency,Born Of Osiris,0.165,0.981
6wWCL7uyxaquMkzONC7fa9,heavy-metal,Lose To Night,Insomnium,0.178,0.964
0Nj4eoThAEPpmeSA6zWYEs,heavy-metal,Bleak,Opeth,0.261,0.868
3H0pAWafR3m9IXzIqJ16jV,heavy-metal,Death And The Healing,Wintersun,0.351,0.742
1LHZMWefF9502NPfArRfvP,heavy-metal,Lift Me Up (feat. Rob Halford of Judas Priest),Five Finger Death Punch,0.174,0.988
4Xp4p2RLlJp6EUExa6Cz3p,heavy-metal,The Scarecrow,Avantasia,0.293,0.871
430xmK8Tw4J4VG8PxCqO4I,heavy-metal,What a Horrible Night to Have a Curse,The Black Dahlia Murder,0.104,0.993
3AeKDzmrddQv4QxuQILhoW,heavy-metal,Let the Stillborn Come to Me,Bloodbath,0.212,0.963
0TvcIlBxvXqfvy8mk36nQk,heavy-metal,War Ensemble,Slayer,0.0977,0.988
6EF0xhfKtQNqUPz2mnE5BD,heavy-metal,The Motherload,Mastodon,0.347,0.971
42mfKZYxRxtEbO9jRhcYNJ,heavy-metal,Silent Waters,Various Artists,0.387,0.809
4BTh6NcNAxgbAbnT4ShX1h,heavy-metal,Land of Snow and Sorrow,Wintersun,0.421,0.689
7g0f1F13axfvkpNmtDT2K8,heavy-metal,"A Living, Breathing Piece of Defecating Meat",Cattle Decapitation,0.183,0.993
4XDaJPLGKGm43T640r8pwy,heavy-metal,Conquer All,Behemoth,0.256,0.936
6c1hKkBNxNOL7Nv8kINyas,heavy-metal,Axe of Judgement,Ensiferum,0.119,0.995
0ibOcbkp2XG46Do8jcy0bL,hip-hop,Nephew (feat. Lil Pump),Smokepurpp,0.674,0.454
1KhljCoJ2TgDEldnnfTHHc,hip-hop,Party (feat. Usher & Gucci Mane),Chris Brown,0.316,0.576
2c8sgbZoEanC3QyFNZxUcA,hip-hop,Flexicution,Logic,0.68,0.713
5iUQMwxUPdJBFeGkePtM66,hip-hop,Dang! (feat. Anderson .Paak),Mac Miller,0.556,0.67
5XLC8xoqyua4U7wJiZAWik,hip-hop,"Method Man (feat. Method Man, Raekwon, GZA, RZA & Ghostface Killah)",Wu-Tang Clan,0.596,0.519
2lSKjWX8VjtWnDLgfKFcOd,hip-hop,Fuck You,Dr. Dre,0.738,0.554
7KcGEssn7BnJdTgildK5y0,hip-hop,No Frauds,Nicki Minaj,0.432,0.558
0I0wn4G67txQwENcmRH3d6,hip-hop,Caribou Lou,Tech N9ne,0.559,0.815
67mtN6BlsJR0LVyzvNZnGt,hip-hop,Tonight's Da Night,Redman,0.866,0.687
75ZvA4QfFiZvzhj2xkaWAh,hip-hop,I Fall Apart,Post Malone,0.291,0.538
27oFpFktCq9JIXjJQRuv7a,hip-hop,GOTTI,6ix9ine,0.365,0.584
4DTpngLjoHj5gFxEZFeD3J,hip-hop,Codeine Dreaming (feat. Lil Wayne),Kodak Black,0.574,0.604
2bSk87AVkCIIC3Bcligq1z,hip-hop,Life Goes On,Lil Baby,0.387,0.541
2OCTC6cPRdI3Dvdb25jRDC,hip-hop,We Can Freak It,Kurupt,0.582,0.576
0Fpen1PTuEnCmOJtUU9Iud,hip-hop,New Patek,Lil Uzi Vert,0.718,0.785
0shK5iZQppbHPQYiy60xs9,hip-hop,Rosa Parks,Outkast,0.251,0.701
4MAsYGSgxsaj73dC2lvFC4,hip-hop,WORKIN ME,Quavo,0.228,0.657
0HOqINudNgQFpg1le5Hnqe,hip-hop,Damn It Feels Good to Be a Gangsta,Geto Boys,0.655,0.793
2Mb3zpobD0CvJGWv6NpsPy,hip-hop,They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,0.671,0.683
5W9QCBJ6Em0XWX333YrNhc,hip-hop,Rent Money,Future,0.313,0.493
0bhnUFDQFCEHCBlsQfHnj5,hip-hop,Photograph,J. Cole,0.358,0.487
3B6WDceNe6lUQnczntRIuf,hip-hop,The Ghetto,Too $hort,0.36,0.354
2icouZbxwqoL63gHhO2vGd,hip-hop,I Wanna Get High,Cypress Hill,0.332,0.525
6LxEtvMKSwmPdd5Fh1PCof,hip-hop,Young Dumb & Broke REMIX (feat. Rae Sremmurd & Lil Yachty),Khalid,0.459,0.56
3iL2l5gUqyPS6vDwJFgJTR,hip-hop,BedRock,Young Money,0.557,0.664
5tc5fqSM2rwgcwGcJUx8U1,hip-hop,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),Three 6 Mafia,0.889,0.859
6ijxg6Xglae8LfsR8eP5x2,hip-hop,Xxplosive,Dr. Dre,0.933,0.889
1W8vII5CLpMMzAGvGlAgCk,hip-hop,Liife,Desiigner,0.295,0.612
7bp5DfkdK1OAvNJ1U4HfDA,hip-hop,Shadowboxin',GZA,0.72,0.642
1xIxMz1sNQ4b6svH1GuTtF,hip-hop,Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,0.68,0.662
422lAAWQO9TqL1LxIPdhOn,hip-hop,Random,G-Eazy,0.182,0.783
1fotoYONO343JjbC8XvPSl,hip-hop,Moment Of Truth,Gang Starr,0.594,0.819
6KBYefIoo7KydImq1uUQlL,hip-hop,Bodak Yellow,Cardi B,0.485,0.703
2cGJxXXIBrxMhk2fWUJTLs,hip-hop,Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,0.823,0.862
6rDaCGqcQB1urhpCrrD599,hip-hop,Album of the Year - Freestyle,J. Cole,0.929,0.816
0XUfyU2QviPAs6bxSpXYG4,hip-hop,Yeah!,Usher,0.592,0.788
5Y78yINSOCW6xbOfGWNBg4,hip-hop,Wait (The Whisper Song),Ying Yang Twins,0.595,0.513
4anqYZt4APNlFwQixpbdZR,hip-hop,Da Rockwilder,Method Man,0.393,0.659
4cg1yakyRSIOjxKM2I7J1q,hip-hop,Digits,Young Thug,0.294,0.632
2n5gVJ9fzeX2SSWlLQuyS9,hip-hop,Fight Night,Migos,0.895,0.706
5H0NU2sHWUnWCcZyYlX46X,hip-hop,65th & Ingleside,Chance the Rapper,0.084,0.555
1WIZiOuNO3woKfdlSK2gNn,hip-hop,Transportin',Kodak Black,0.257,0.66
0Dn40gxVCMo5TkgS8Ik18Q,hip-hop,Falling Down - Bonus Track,Lil Peep,0.273,0.574
5zwz05jkQVT68CjUpPwFZe,hip-hop,N.Y. State of Mind,Nas,0.887,0.91
49NhxprbG9oTtMunQCSXxA,hip-hop,TAlk tO Me (with Rich The Kid),Tory Lanez,0.492,0.656
5Zx9VpLotu9aFYqq61NAip,hip-hop,2 Vaults (feat. Lil Yachty),Tee Grizzley,0.657,0.586
49zD0wr2S3d0lZPib0K4e1,hip-hop,F*ck Up Some Commas,Future,0.46,0.568
4QeBlVCl2KzUEcQZiuskRd,hip-hop,Sway (feat. Quavo & Lil Yachty),NexXthursday,0.296,0.513
7DyvSw2yWlEOcChHAbxGzU,hip-hop,My Nigga - Remix,YG,0.69,0.535
0OguxdspxLLTf97lkA0Hpr,hip-hop,Diamonds (feat. A$AP Rocky),A$AP Twelvyy,0.138,0.596
794QVQtFNy7hvtjQP1keQd,hip-hop,1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,0.835,0.646
564oa00vY05d1uYnTEAAmE,hip-hop,Herside Story,GoldLink,0.754,0.595
6PGoSes0D9eUDeeAafB2As,hip-hop,LOVE. FEAT. ZACARI.,Kendrick Lamar,0.779,0.585
0AICBlLzFCTpUqmAbtzB2z,hip-hop,Love Scars,Trippie Redd,0.26,0.614
4U3JMDnjnUKggATEp7NryT,hip-hop,Pass Me Da Green,Master P,0.21,0.458
47wZfF4OdME3xkIPhhpSSF,hip-hop,Gimme Some More,Busta Rhymes,0.78,0.855
7xVLFuuYdAvcTfcP3IG3dS,hip-hop,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,0.284,0.733
5Y77SQxEr1eiofPeUTPHxM,hip-hop,You,Lloyd,0.703,0.876
3T790QTg0ebUUk5tCRbtbN,hip-hop,Crumblin' Erb,Outkast,0.548,0.594
4knL4iPxPOZjQzTUlELGSY,hip-hop,Rake It Up (feat. Nicki Minaj),Yo Gotti,0.53,0.444
3XQY8kDjI8LARMIC9xkxQk,hip-hop,Hard in Da Paint,Waka Flocka Flame,0.583,0.66
6HfOzLLjsaXsehIFEsrxTk,hip-hop,Trophies,Young Money,0.283,0.687
74OqjT3PMVWlZAyqUt4FgG,hip-hop,We Takin' Over,DJ Khaled,0.565,0.872
2xbI8Vmyv3TkpTdywpPyNw,hip-hop,Selfish,PnB Rock,0.0399,0.6
5p7GiBZNL1afJJDUrOA6C8,hip-hop,Hurt Feelings,Mac Miller,0.325,0.462
51rXHuKN8Loc4sUlKPODgH,hip-hop,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.376,0.705
5Gx2SIkIWdSzdxnvfO3TJy,hip-hop,Heartless (feat. Rick Ross & Bigga Rankin),YFN Lucci,0.326,0.72
6fujklziTHa8uoM5OQSfIo,hip-hop,Black Beatles,Rae Sremmurd,0.355,0.632
4QYvuCdl2N7cXIxZeN1FHL,hip-hop,It's Goin' Down,Celly Cel,0.805,0.482
3aGibUHhQyBsyumYHylw0K,hip-hop,Backseat Freestyle,Kendrick Lamar,0.646,0.651
32nmZgbpSPeQA76TO62TP7,hip-hop,Back in the Day,Ahmad Lewis,0.922,0.678
3g9QWBvqxvbayuPdkTCcym,hip-hop,Just Another Day,Too $hort,0.636,0.524
1oQQ5pf4hft7C3s75B8fXb,hip-hop,Set It Off,Bryson Tiller,0.27,0.507
5u6vkDnOyaf8LsteDAj2ub,hip-hop,Ghostface Killers (feat. Travis Scott),21 Savage,0.242,0.435
4rLpAOk5KVNcqEMK3m6Lje,hip-hop,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,0.695,0.798
6yz0Jndhv0QjKdpcEMbOjz,hip-hop,Shake It Up,Trippie Redd,0.402,0.608
